"","X1","plate_rxn_ID","plate_pos_seq","plate_pos_factor","well","methylation","analysis_status","assay_notes","dup1","dup2","stdev","cv","drift_est","meth_adjust","stock_notes","cc_notes","rxn_notes","sample_id","id","kay.code","darting.date","new.box","cell","sample.type","sample.state.quality","tissue.origin","orig.vol.uL","orig.conc.ng.uL","num.freeze.thaw.cyc","last.freeze.thaw.date","samp.select.note","luma.assay.num","luma.notes","hyena","ear.tag.number","code.number.on.samples","found.dead","darter","location","gpsutme","gpsutmn","sex","age.class","natal.or.immigrant","reproductive.status","repro.stat.code","mass","telazol.dose","telazol.booster","darting.time","time.down","blood.sampling.time","radio.collared","radio.freq","radio.serial.num","gn.rh","num.edtawhole.blood","num.edtaplasma","num.edtabuffy.coat","num.serum","num.rbc","num.heparin.plasma","num.urine","num.paste","num.tissues","dnaextracted","num.thin.blood.smears","num.thick.blood.smears","ultrasound","num.fetuses","num.heartbeats","ultrasound.other","fetus.length.r.l.","parasites","parasite.ticks","parasites.lionfiles","parasites.other","glucose.grn.red.","glucose.green","glucose.red","pcv","wbc","rbc","knott.s.microfilaria","total.solids","zygo.to.top.crest","zygo.to.back.crest","eye.to.ear","ear.length","skull.length","head.circ","zygo.breadth","body.length","tail.length","neck.circ","girth","leg.side","front.ft.len","lower.leg.length","upper.leg.length","scapula.length","ht.at.shoulder","hind.ft.length","test.nip.length","test.nip.width","tooth.side","incisors","up.canine.ht","up.pm2len","up.pm3len","up.pm4len","upper.row.len","lower.row.len","low.row.with.m1len","m1length","low.pm4len","low.pm3len","low.pm2len","low.canine.ht","rt.low.pm3ht","lft.low.pm3ht","rt.low.pm3surf","lft.low.pm3surf","cavities.broken.teeth","kid.teeth","body.condition","scars.wounds","dartsheet.comments","reaction.to.darting","notes","num.wbc","num.rtbuffer","other.collected","temperature","respiration","heart.rate","body.fat","old.code.number","old.2nd.number","age.at.darting.days","age.at.darting.note","first.seen","den.grad","disappeared","mom","birthdate","number.littermates","litrank","mortality.source","death.date","weaned","clan","park","grad.age.mon","wean.age.mon","age.mon","age.cat","rank_year","hum.pres","lit.size","samp_year","dna_extrct_mth","mom.absrank","mom.strank","mom.strank.quart.order","mom.strank.quart","absrank","strank","strank.quart.order","strank.quart","prim.prey.3.6","prim.prey.6.9","prim.prey.birth.3","prim.prey.gest","prim.prey.peri.concpt","num.transects.3.6","num.transects.6.9","num.transects.birth.3","num.transects.gest","num.transects.peri.concpt","age.inter","samp_year_cnt"
"189",189,"p3r6",20,1,"C8",77.80398963,"y",NA,77.72754542,77.88043385,0.108108441,0.13894974,-0.127618866330765,77.7614500078897,NA,"low 230",NA,973,"wafl",1022,2015-05-05,"DNA_3",30,"DNA","R","WB",245,NA,NA,NA,"orig samps, plates 1-4",1,NA,"waffels",NA,1022,0,"tmm,hmr","510m n airfield",723482,9845123,"f",NA,"natal","active","pregnant?",65.8,3,1.5,2015-05-05 00:50:00,2015-05-05 01:04:00,2015-05-05 01:09:00,0,"150.8093",NA,0,5,0,1,5,1,4,0,1,"1 hair",2,3,1,0,NA,NA,NA,NA,"none",0,0,0,"71/72",71,72,37.41,NA,NA,NA,NA,13.5,19.5,10,9.5,32,55,NA,99,26,51,87,"r",19.5,24,27,29,73.5,19,47.8,39,"l",21.1,18.4,14.5,22.6,34,102.1,85.4,NA,NA,22.5,20.4,13.6,26.2,15.7,15.3,7.7,8.1,"cavities left upper canine,pm 4 & 3",NA,"fat","scars  on both cheeks and rightr hip",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2008-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,"serena.n","tr",NA,NA,NA,"adult",NA,"low",NA,2015,"old",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"adult",8.60266666666666
"190",190,"p3r6",25,1,"E1",77.4029264,"y",NA,77.21675694,77.58909585,0.263283374,0.340146537,-0.127618866330765,77.3816565889449,NA,NA,NA,980,"clov",1092,2015-04-26,"DNA_3",47,"DNA","R","WB",245,NA,NA,NA,"orig samps, plates 1-4",1,NA,"clovis",NA,1092,0,"tmm,eds","500m w cobweb tree",725514,9842642,"f",NA,"natal","active","lactating",60.6,3,1.5,2015-04-26 01:59:00,2015-04-26 02:05:00,2015-04-26 02:16:00,0,NA,NA,0,6,0,1,5,1,4,0,2,"1 hair",2,3,1,0,NA,NA,NA,NA,"ticks",0,0,0,"79/78",79,78,30.6,NA,NA,NA,NA,12.5,19,12,9,31.5,56,NA,99,27,47,81,"l",18,26.5,26,29.5,79,24.5,45.5,NA,"l",22.1,28.6,15.3,23,38.7,102.3,83.9,22.3,21.1,22.3,21.1,14.5,27.4,13.57,14.6,11.57,11.43,"2 left incisors broken, all canines flat,cavity in l and r pm3,4, and lower pm3","no","good","scarring on inside or hind legs, healing wound on back","has three bonus nipples, non functioning",1,"6 bacterial swabs taken,pax gene 1 dna, 1 rna",NA,NA,"pax 1 dna, 1 rna",NA,NA,NA,NA,NA,NA,0,NA,2008-11-25,NA,2016-08-24,NA,NA,NA,NA,NA,NA,NA,"serena.s","tr",NA,NA,NA,"adult",NA,"low",NA,2015,"old",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"adult",8.60266666666666
"191",191,"p3r6",34,2,"E10",77.46423585,"y",NA,78.24001223,76.68845946,1.097113485,1.41628388,-0.127618866330765,77.4812516988441,NA,NA,"not enough DNA in HpaII rxn",996,"caha",567,2015-07-09,"DNA_3",65,"DNA","R","WB",245,NA,NA,NA,"orig samps, plates 1-4",1,NA,"carhartt",NA,567,0,"wnk,bmp","130m w aardvark t",746433,9836764,"m",NA,"natal","bado","bado",33,1.9,NA,2015-07-09 01:05:00,2015-07-09 01:12:00,2015-07-09 01:16:00,0,NA,NA,0,1,0,1,5,1,4,0,1,"1 hair",2,3,1,0,NA,NA,NA,NA,"lf",0,0,0,"57/63",57,63,43.05,NA,NA,NA,NA,11.9,14.5,10.3,8.1,26.2,44,NA,0.86,22.7,42.5,72.3,"l",18.8,25.1,23.2,25.5,73.2,21,37.11,32.11,"l",22.9,21.82,16.62,21.91,34.54,NA,59.17,NA,NA,21.82,19.17,14.22,24.92,19.27,19.5,1.78,1.84,"none","none noted","good",NA,NA,2,NA,NA,NA,"6 bacterial swabs",NA,NA,NA,NA,NA,NA,0,NA,2014-05-09,2014-11-23,NA,"ffl",2014-03-31,0,NA,NA,NA,NA,"talek",NA,237,NA,15.3,"subadult",2014,"hi","single",2015,"old",28,-0.3,2,"Q2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"subadult",8.60266666666666
"192",192,"p3r6",35,2,"E11",75.89228768,"y",NA,76.38720084,75.39737453,0.699912896,0.922245088,-0.127618866330765,75.9135574910551,NA,NA,"not enough DNA in MspI or HpaII rxn",998,"buu",575,2015-05-28,"DNA_3",67,"DNA","O","WB",250,NA,NA,NA,"orig samps, plates 1-4",1,NA,"buu",NA,575,0,"bmp,wnk,mtf,cmo","160m ne little bend x",744386,9838694,"m",NA,"natal","bado","bado",34.2,1.9,NA,2015-05-28 01:00:00,2015-05-28 01:06:00,2015-05-28 01:10:00,0,NA,NA,0,0,0,1,5,1,4,0,0,"1 hair",2,3,1,0,NA,NA,NA,NA,NA,0,0,0,"54/55",54,55,37.62,NA,NA,NA,NA,14.5,17,11,10,26.5,44,NA,93,20.5,41,67.8,"r",18.2,25.5,25,25.5,71.2,24,26.64,28.33,"l",22.27,26.16,14.03,18.63,35.34,93.84,74.39,NA,NA,20.54,19.81,13.21,23.54,20.66,21.17,1.02,1.11,"none","not noted","healthy","none","3 rna tubes taken",1.5,NA,NA,NA,"2 rna tubes, 6 bacterial swabs taken",NA,NA,NA,NA,NA,NA,0,NA,2014-04-27,2014-10-19,2016-05-25,"alfe",2014-03-16,1,1,NA,NA,NA,"talek",NA,217,NA,14.4,"subadult",2014,"hi","twin",2015,"old",21,0.05,2,"Q2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"subadult",8.60266666666666
"193",193,"p3r6",36,2,"E12",78.65132958,"y",NA,78.4196253,78.88303386,0.327679335,0.416622753,-0.127618866330765,78.6768533532662,NA,NA,NA,1011,"kto",760,2008-08-10,"DNA_4",1,"DNA","O","WB",500,NA,NA,NA,"orig samps, plates 1-4",1,NA,"kto",NA,NA,0,"adw,ljc","400 m e blvd den",744645,9839020,"m",NA,"immigrant","ok","ok",53,2,0.6,2008-08-10 01:00:00,2008-08-10 01:17:00,2008-08-10 01:23:00,0,NA,NA,0,2,0,0,5,1,6,0,1,NA,2,3,1,0,NA,NA,NA,NA,NA,0,0,0,"65/77",65,77,41,NA,NA,NA,7.7,13,18,11.4,9,29.8,51.3,17,97.2,24.4,48,76.5,"l",20.4,27,25.5,28.8,80,24.4,37.32,36.71,"l",21.13,25.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.24,NA,NA,9.55,8.36,"1","none","good","bad teeth measures","electroejaculated successfully",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-08-25,NA,2015-09-24,NA,NA,NA,NA,NA,NA,NA,"talek","tk",NA,NA,118,"adult",NA,NA,NA,2008,"old",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"adult",1.60266666666666
"194",194,"p3r6",26,1,"E2",76.74071348,"y",NA,76.43502485,77.04640212,0.432309011,0.563337232,-0.127618866330765,76.7236976311559,NA,"low 230",NA,981,"digs",1048,2014-09-23,"DNA_3",48,"DNA","O","WB",250,NA,NA,NA,"orig samps, plates 1-4",1,NA,"diggory",NA,1048,0,"tmm,eds,mas","crunks den",NA,NA,"f",NA,"natal","lactating","lactating",NA,2.7,NA,2014-09-23 02:53:00,2014-09-23 03:01:00,2014-09-23 03:12:00,0,"150.699",NA,0,4,0,1,5,1,4,0,1,"1 hair",0,3,1,0,NA,NA,NA,NA,"ticks,  lf",0,0,0,"79",79,NA,35.37,NA,NA,NA,NA,12,18,11.5,10,31,52.2,NA,104.5,21.5,46,81,"r",19.5,25,25,19.5,77.5,24,18.71,NA,"r",21.8,27.8,14.6,21.2,35.1,97.6,81.2,NA,NA,21.4,19,13.3,26.6,16,15.1,7.9,8.37,"cavity lower left incisor","none","very skinny","deep wound on right shoulder, puss oozing, left shoulder puncture wounds, lots of scarring right hind leg, scars on back","no weight, scale broken, 2 different measurements for lower pm3 height and crown length",1,"6 bacterial swabs taken",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2008-07-24,NA,2015-03-31,NA,NA,NA,NA,NA,2015-08-03,NA,"serena.n","tr",NA,NA,NA,"adult",NA,"low",NA,2014,"old",NA,NA,NA,NA,"5","0.5",3,"Q3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"adult",7.60266666666666
"195",195,"p3r6",27,1,"E3",78.21474593,"y",NA,78.06300083,78.36649102,0.214599969,0.274372775,-0.127618866330765,78.2019840433669,NA,"low 230",NA,983,"lugi",565,2014-12-08,"DNA_3",51,"DNA","O","WB",250,NA,NA,NA,"orig samps, plates 1-4",1,NA,"luigi",NA,565,0,"bmp,wnk,cmo","360 nw pond l x",742753,9836202,"f",NA,"natal","bado","bado",39,2.1,NA,2014-12-08 00:20:00,2014-12-08 00:24:00,2014-12-08 00:31:00,0,NA,NA,0,4,0,1,5,1,4,0,1,"0",2,3,1,0,NA,NA,NA,NA,"lf",0,0,0,"77/77",77,77,37.72,NA,NA,NA,NA,11,15.3,9.4,7.6,26.5,44.7,NA,78.6,24,43.5,73,"l",19,24,24,24.7,76.1,23.7,NA,NA,"l",24.55,21.45,12.04,16.99,33.61,89.83,73.28,NA,NA,19.32,19.86,14.31,23.61,20.4,20.04,0.67,0.97,"none noted","none noted","healthy","old small scar on back",NA,2,"6 bacterial swabs taken",NA,NA,"6 bacterial swabs",NA,NA,NA,NA,NA,NA,0,NA,2014-03-18,NA,NA,"cart",2013-08-18,1,2,NA,NA,NA,"talek",NA,NA,NA,15.7,"subadult",2013,"hi","twin",2014,"old",42,-1,1,"Q1 (lowest)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"subadult",7.60266666666666
"196",196,"p3r6",28,1,"E4",78.00799988,"y",NA,77.428166,78.58783377,0.82000894,1.0511857,-0.127618866330765,77.999491955578,NA,NA,NA,987,"lyco",540,2015-03-01,"DNA_3",55,"DNA","O","WB",250,NA,NA,NA,"orig samps, plates 1-4",1,NA,"lycos",NA,540,0,"bmp,att,al","democracy den",742140,9835529,"f",NA,"natal","bado","bado",47.2,2.2,NA,2015-03-01 01:25:00,2015-03-01 01:29:00,2015-03-01 01:34:00,0,NA,NA,0,4,0,1,5,1,4,0,1,"1 hair",2,3,1,0,NA,NA,NA,NA,"ticks, lf",0,0,0,"57/60",57,60,38.54,NA,NA,NA,NA,13.8,17.1,0.2,9.5,28,48.5,NA,96.2,25.1,47.3,75.5,"r",16.5,25.2,26.3,26.5,76.3,22,10.51,NA,"l",22.73,26.24,13.87,21.39,34.88,95.37,77.96,NA,NA,20.92,20.36,15.13,24.93,20.54,20.47,2.08,2.05,"none","not noted","good",NA,"virus on face",2,"6 bacterial swabs taken",NA,NA,"6 bacterial swabs taken",NA,NA,NA,NA,NA,NA,0,NA,2013-06-10,NA,NA,"bab",2013-03-26,1,NA,NA,NA,NA,"talek","tk",NA,NA,23.2,"subadult",2013,"hi",NA,2015,"old",26,-0.25,2,"Q2",NA,NA,NA,NA,NA,NA,NA,NA,-0.119520391994457,NA,NA,NA,NA,18,"subadult",8.60266666666666
"197",197,"p3r6",29,1,"E5",75.72407474,"y",NA,76.00047818,75.44767131,0.390893486,0.516207676,-0.127618866330765,75.719820777789,NA,NA,NA,991,"tian",529,2014-08-01,"DNA_3",60,"DNA","O","WB",250,NA,NA,NA,"orig samps, plates 1-4",1,NA,"tiana",NA,529,0,"sgj,att,bmp,cmo","pond lugga x",743133,9836225,"f",NA,"natal","bado","bado",33.2,2.1,NA,2014-08-01 01:27:00,2014-08-01 01:31:00,2014-08-01 01:47:00,0,NA,NA,0,5,NA,1,5,1,4,0,1,"1 hair",2,3,1,0,NA,NA,NA,NA,"lf",0,0,0,"83/87",83,87,57.55,NA,NA,NA,NA,10.5,13,10.8,8.9,26,44,NA,77.2,26.5,42,70,"l",16.1,22,20.3,25.1,59.3,21.9,3.66,NA,"r",22.48,14.26,10.32,12.1,35.66,87.92,71.95,NA,NA,21.06,13.12,14.59,19.29,16.69,17.04,1.01,0.98,"none","adult teeth still errupting","healthy","none",NA,2.5,"6 bacterial swabs taken",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2013-08-08,NA,NA,"parc",2013-07-04,1,2,NA,NA,NA,"talek","tk",NA,NA,12.9,"subadult",2013,"hi","twin",2014,"old",17,0.2,2,"Q2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"subadult",7.60266666666666
"198",198,"p3r6",31,2,"E7",76.53164774,"y",NA,76.14635646,76.91693902,0.54488415,0.711972322,-0.127618866330765,76.535901702211,NA,"low 280; low 230",NA,993,"jlt",561,2014-09-15,"DNA_3",62,"DNA","O","WB",250,NA,NA,NA,"orig samps, plates 1-4",1,NA,"jolteon",NA,561,0,"bmp,cmo,att,al","aardvark t",746590,9836647,"m",NA,"natal","bado","bado",42.8,2,1,2014-09-15 01:41:00,2014-09-15 01:45:00,2014-09-15 01:54:00,0,NA,NA,0,4,NA,1,5,1,4,1,0,"1 hair",2,3,1,0,NA,NA,NA,NA,"none",0,0,0,"72/93",72,93,43.68,NA,NA,NA,NA,12.2,14.5,11,8.4,26.5,45.6,NA,89,23.4,43.3,73.4,"r",17.27,25,23.2,25.7,71.5,24.3,33.6,39,"l",21.95,27.54,13.97,18.43,37.1,91.12,73.74,NA,NA,20.23,17.45,14.74,26.73,20.57,20.44,0.88,0.88,"none","none noted","not noted","2 wounds on front right leg,1 fresh wound front dew claw, virus on face","no paste",1.5,"6 bacterial swabs taken",NA,NA,"6 bacterial swabs",NA,NA,NA,NA,NA,NA,0,NA,2013-11-13,NA,NA,"mgta",2013-03-23,1,2,NA,NA,2013-12-04,"talek","tk",NA,256,17.8,"subadult",2013,"hi","twin",2014,"old",10,0.55,3,"Q3",NA,NA,NA,NA,NA,NA,NA,NA,-0.107106279208633,NA,NA,NA,NA,20,"subadult",7.60266666666666
"199",199,"p3r6",32,2,"E8",74.87956695,"y",NA,75.53111745,74.22801645,0.921431556,1.230551396,-0.127618866330765,74.888074874422,NA,"low 230","not enough DNA in HpaII rxn",994,"sopa",552,2014-07-22,"DNA_3",63,"DNA","O","WB",250,NA,NA,NA,"orig samps, plates 1-4",1,NA,"sopa",NA,552,0,"kdsl,bmp,scj","vulture x",747741,9837853,"m",NA,"natal","bado","bado",30.8,1.7,0.85,2014-07-22 02:24:00,2014-07-22 02:30:00,2014-07-22 02:42:00,0,NA,NA,0,1,NA,1,5,1,4,0,1,"1 hair",2,3,1,0,NA,NA,NA,NA,"lf",0,0,0,"89/86",89,86,36.81,NA,NA,NA,NA,12.5,16,9.5,7.2,24,41.9,NA,76,23,41.7,69.5,"l",16,23,22.2,25.3,60.5,23.6,30.1,34.43,"r",22.03,16.06,7.29,11.32,11.32,86.88,72.68,NA,NA,21.79,14.7,13.59,21.78,15.95,15.84,0.64,0.87,"none","adult teeth still errupting","good","none",NA,2.5,"6 bacterial swabs taken",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2013-08-15,NA,2016-01-15,"wran",2013-07-21,NA,NA,NA,NA,2014-06-07,"talek",NA,NA,321,12,"cub",2013,"hi",NA,2014,"old",29,-0.4,1,"Q1 (lowest)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cub",7.60266666666666
"200",200,"p3r6",33,2,"E9",78.15698853,"y",NA,78.04045778,78.27351929,0.164799374,0.210856862,-0.127618866330765,78.1697504166331,NA,"low 230","not enough DNA in HpaII rxn",995,"rion",557,2015-05-17,"DNA_3",64,"DNA","R","WB",245,NA,NA,NA,"orig samps, plates 1-4",1,NA,"rio negro",NA,557,0,"bmp,wnk,mtf","420m ne stupid tree",747282,9836793,"m",NA,"natal","bado","bado",35.6,1.9,NA,2015-05-17 01:04:00,2015-05-17 01:09:00,2015-05-17 01:13:00,0,NA,NA,0,1,0,1,5,1,4,0,0,"1 hair",2,3,1,0,NA,NA,NA,NA,"none",0,0,0,"55/58",55,58,38.16,NA,NA,NA,NA,14,15.4,11,7.9,27,46,NA,79.9,22,45.5,71.5,"l",18.4,23.6,22.8,23.8,70.7,24.2,28.82,33.8,"r",22.44,18.19,13.35,16.5,37.51,88.9,72.56,NA,NA,29.6,17.2,13.96,16.63,21.7,21.69,1.28,0.96,"none","adult teeth still errupting,","good","fresh finger nail sized wound above right eye,",NA,2,NA,NA,NA,"6 bacterial swabs taken",NA,NA,NA,NA,NA,NA,0,NA,2014-05-20,NA,NA,"hel",2014-04-29,1,1,NA,NA,NA,"talek",NA,NA,NA,12.6,"subadult",2014,"hi","twin",2015,"old",1,1,4,"Q4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"subadult",8.60266666666666
"201",201,"p3r6",37,2,"G1",77.37231569,"y",NA,78.35703782,76.38759355,1.392607398,1.799878142,-0.127618866330765,77.4020934254772,NA,"low 230",NA,1013,"bca",794,2009-10-29,"DNA_4",3,"DNA","O","WB",200,NA,NA,NA,"orig samps, plates 1-4",1,NA,"bca",NA,794,0,"ljc, dwl","600m ne top bane lugga",747274,9834882,"m",NA,"immigrant","ok","ok",64.8,2.9,1,2009-10-29 01:45:00,2009-10-29 01:55:00,2009-10-29 02:02:00,0,NA,NA,0,3,1,1,4,1,4,1,2,"semen?",2,1,3,0,NA,NA,NA,NA,"none seen",0,0,0,"60/57",60,57,45.4,NA,NA,NA,7.9,12.6,18.7,11.8,9.3,21.7,54.2,NA,97.6,24.8,52.8,87.3,"r",20.1,24.8,25.7,25.6,78.3,24,44.82,41.27,"r",22.09,28.06,14.04,22.56,34.74,94.45,75.93,NA,NA,21.13,20.02,13.57,23.65,13.47,12.76,9,10.53,"2","none","fat","some small scars all over body","successful catheterization & ee; had diarrhea",1.75,"didn't produce semen till very late in the process & didn't produce much",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2002-09-21,NA,2011-08-07,NA,NA,NA,NA,NA,NA,NA,"talek","tk",NA,NA,128,"adult",NA,NA,NA,2009,"old",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"adult",2.60266666666666
"202",202,"p3r6",46,2,"G10",75.25372437,"y",NA,75.73767053,74.7697782,0.684403225,0.909460934,-0.127618866330765,75.3217877653764,NA,NA,NA,1045,"hum",799,2006-03-29,"DNA_4",48,"DNA","O","WB",600,NA,NA,NA,"orig samps, plates 1-4",1,NA,"hum",755,799,0,"adw, alc","top ft lugga",743827,9840313,"m",NA,"natal","bado","bado",36.8,1.3,0.5,2006-03-29 02:50:00,2006-03-29 03:03:00,2006-03-29 03:05:00,0,NA,NA,0,1,1,0,2,1,2,0,1,"hair",2,3,1,0,NA,NA,NA,NA,"lf",0,0,0,"53/57",53,57,30,NA,NA,NA,7.6,12,15,11,9,26,46,14.9,28,22.5,45,71.7,"l",20,26,22,24.5,71,21.3,31.2,30.2,"l",21.85,23.9,13.5,19.8,33.3,90.55,72.8,91.6,20.8,19.8,18.7,13.5,22.9,19.75,19.75,NA,NA,"1","none","good","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2004-12-03,2005-09-24,2006-07-08,"mp",2004-10-30,1,1,"humans",2006-07-07,2005-08-29,"talek",NA,329,303,16.9,"subadult",2004,"med","twin",2006,"old",NA,NA,NA,NA,NA,NA,NA,NA,-1.43028171034374,-1.03232022227801,-0.911639077334102,-0.786373111051486,-1.28984454051881,12,12,12,12,10,"subadult",-0.397333333333336
"203",203,"p3r6",47,2,"G11",74.25417095,"y",NA,74.41728103,74.09106086,0.2306725,0.310652584,-0.127618866330765,74.3264883075874,NA,NA,NA,1053,"alum",730,2004-04-28,"DNA_4",57,"DNA","O","WB",300,NA,NA,NA,"orig samps, plates 1-4",1,NA,"alum",730,NA,0,"jes,jbt","360 m nw-coral reef",745579,9839825,"m",1,"natal","bado","bado",19.6,0.9,NA,2004-04-28 00:49:00,2004-04-28 00:52:00,2004-04-28 00:59:00,0,NA,NA,0,1,1,NA,2,1,2,0,0,"0",2,3,1,0,NA,NA,NA,NA,"lf",0,0,0,"63/63",63,63,33.8,NA,NA,NA,6.1,11.4,12.4,9.2,8.9,22.1,39,12.5,70.8,20.3,33.2,56.9,"l",14.9,19.2,18.4,21.8,56.5,16.7,23.3,24.8,"l",21.5,NA,NA,NA,NA,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","most","good","scar in left lear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-09-23,2004-03-03,2008-04-26,"ath",2003-07-26,NA,NA,NA,NA,2004-03-16,"talek","tk",221,234,9.1,"cub",2003,"med",NA,2004,"old",4,0.538461538,3,"Q3",NA,NA,NA,NA,-0.521816259877745,-1.02777532320942,-0.156859971171528,-1.06071038051565,-1.24044943911838,12,12,12,12,10,"cub",-2.39733333333334
"204",204,"p3r6",38,2,"G2",75.10326355,"y",NA,75.10440927,75.10211783,0.001620289,0.002157415,-0.127618866330765,75.1372952476882,NA,NA,NA,1014,"vgs",225,1999-03-05,"DNA_4",4,"DNA","O","WB",200,NA,NA,NA,"orig samps, plates 1-4",1,NA,"vgs",NA,NA,0,NA,"srhill-200ms-srpt",753149,9836762,"m",NA,"imm",NA,"ok",47.3,2,NA,1999-03-05 00:40:00,1999-03-05 00:45:00,1999-03-05 00:48:00,0,"151.5704",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"lf, ti, fl",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,13,15.5,NA,10.2,28,50,NA,86.4,23.2,49,84,"r",18.3,26,24,26,79.5,24.5,30,41.9,"r",22.3,26.5,12.8,21,33.2,97.5,81,NA,NA,20,17.6,13.2,24.1,13.4,15,6.5,6.3,"rt upper i2 mostly gone","none","good","small scar on left shoulder and left hip","virus on testicles and ears",NA,NA,NA,NA,NA,NA,NA,NA,NA,225,NA,NA,NA,1997-08-18,NA,2006-01-25,NA,NA,NA,NA,"snakebite?",2006-01-23,NA,"talek","tk",NA,NA,47,"adult",NA,NA,NA,1999,"old",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"adult",-7.39733333333334
"205",205,"p3r6",39,2,"G3",69.06256097,"y",NA,69.31067818,68.81444376,0.350890723,0.508076617,-0.127618866330765,69.1008466298992,NA,NA,NA,1015,"gonz",206,1997-06-09,"DNA_4",6,"DNA","O","WB",100,NA,NA,NA,"orig samps, plates 1-4",1,NA,"gonz",NA,NA,0,NA,"nnh",747834,9837647,"m",1,"natal","bado","bado",22.5,1.2,NA,1997-06-09 01:06:00,1997-06-09 01:11:00,1997-06-09 01:22:00,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"ti, lf",0,0,0,"71.5",NA,NA,NA,NA,NA,NA,NA,9,12.3,NA,9.2,23.4,38.2,NA,76.5,22,34.5,59,NA,18.3,21.6,19.6,21,66,22.7,27,24.1,NA,23.4,NA,NA,NA,NA,62.1,62.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","most - 4 incisors are adult, adult upper pm just starting to erupt","good","none","virus in armpit, legpit, lips",NA,NA,NA,NA,NA,NA,NA,NA,"costal 37.2/37.6, anal pad 42.5/49.5/42.9, belly 36.8/45.6/47.7/38.2/45.0",206,NA,276,NA,1996-10-03,1997-05-13,1999-03-20,"hob",1996-09-06,0,NA,NA,NA,1997-09-15,"talek","tk",249,374,9.1,"cub",1996,"low","single",1997,"old",25,-0.777777778,1,"Q1 (lowest)",NA,NA,NA,NA,-0.0622396202302364,-0.0531469673902757,0.715501327835404,5.05301447697222,0.932935022500313,12,12,12,12,10,"cub",-9.39733333333334
"206",206,"p3r6",40,2,"G4",76.21877499,"y",NA,76.42142602,76.01612395,0.286591847,0.37601214,-0.127618866330765,76.2613146121103,NA,NA,NA,1021,"mrs",337,2001-08-16,"DNA_4",12,"DNA","O","WB",400,NA,NA,NA,"orig samps, plates 1-4",1,NA,"mrs",337,NA,0,"saw","300m w rhino t",746395,9837753,"m",NA,"natal","bado","bado",16.4,1,NA,2001-08-16 01:37:00,2001-08-16 01:40:00,2001-08-16 01:57:00,0,NA,NA,0,2,3,NA,4,1,5,NA,NA,NA,NA,3,1,0,NA,NA,NA,NA,"lf",0,0,0,"71/69",71,69,31.3,19000,4965000,"none",6.3,10,11.5,NA,8.5,21.5,37.5,NA,65,20.5,32.5,50,"l",16,19.5,19.5,20,53,19,15.5,23.9,"l",20.5,11.7,7,9.5,23.2,60.3,46.6,NA,NA,14.1,7.9,NA,8.3,4.5,4.4,1.2,1.4,"0",NA,"good","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,NA,223,NA,2001-02-14,2001-09-18,2003-12-31,"oke",2001-01-05,1,1,NA,NA,2002-05-16,"talek","tk",256,496,7.3,"cub",2001,"med","twin",2001,"old",9,0.058823529,2,"Q2",NA,NA,NA,NA,1.03531818644136,0.350339072143145,0.275448210902937,-0.415369756480851,-0.940811958930091,12,12,12,10,12,"cub",-5.39733333333334
